Event ID,Time Slice,Gamma ID,Node(detector),X,Y,Z,Time,Edep,type,Gamma Source
370,0,1,0,49.81,-58.08,-46.96,0.008783857118973086,0.2902,compt,Annihilation
370,0,1,0,60.01,-60.68,-35.43,0.008783857171048987,0.3176,phot,Annihilation
372,0,1,1,-71.23,16.74,-51.53,0.008800700082128394,0.4833,compt,Annihilation
374,0,1,1,-51.7,39.72,-6.289,0.008828964159517968,0.004333,compt,Annihilation
377,0,1,0,47.69,-54.05,61.98,0.008877249523025797,0.6012,compt,Annihilation
381,0,1,0,61.02,-47.9,-14.54,0.00896461688319201,0.656,compt,Annihilation
381,0,1,0,58.72,-47.7,-13.43,0.008964616891746309,0.08795,compt,Annihilation
381,0,1,0,58.81,-45.83,-13.16,0.008964616898052169,0.01672,compt,Annihilation
381,0,1,0,61.28,-43.85,-15.05,0.008964616910325967,0.1484,phot,Annihilation
384,0,1,0,51.81,-32.44,20.83,0.009205787682547506,0.5323,compt,Annihilation
384,0,1,0,63.18,-12.91,43.63,0.009205787789599984,0.1566,compt,Annihilation
384,0,1,0,60.54,-14.76,45.81,0.009205787802577395,0.2201,phot,Annihilation
391,0,1,1,-48.56,-70.04,-89.24,0.009265221746029137,0.909,phot,Annihilation
392,0,1,0,48.68,-59.19,31.97,0.009277836298916901,0.3854,compt,Annihilation
396,0,1,1,-55.34,-72.39,-42.16,0.009464851231197448,0.6046,compt,Annihilation
396,0,1,1,-54.58,-63.67,-53.05,0.009464851277824132,0.3044,phot,Annihilation
406,0,1,0,51.11,-43.16,-9.927,0.009652139900485494,0.1439,compt,Annihilation
406,0,1,0,55.82,-50.2,-8.255,0.00965213992928429,0.3761,compt,Annihilation
406,0,1,0,55.81,-50.88,-5.121,0.009652139939981163,0.0115,compt,Annihilation
406,0,1,0,54.47,-53.36,0.811,0.009652139961884482,0.3775,phot,Annihilation
408,0,1,1,-54.03,58.41,-81.29,0.009661269989003358,0.6791,compt,Annihilation
408,0,1,1,-53.41,58.69,-77.21,0.009661270002818152,0.2299,phot,Annihilation
410,0,1,0,70.12,11.19,-24.52,0.009670406470791811,0.6466,compt,Annihilation
410,0,1,0,70.09,11.05,-23.72,0.009670406473488793,0.006371,compt,Annihilation
410,0,1,0,70.54,8.868,-19.33,0.009670406489910742,0.256,phot,Annihilation
416,0,1,0,53.32,36.05,18.57,0.009727541835320338,0.1023,compt,Annihilation
416,0,1,0,64.35,41.22,17.89,0.009727541876011752,0.5854,compt,Annihilation
416,0,1,0,63.17,41.84,17.59,0.009727541880593419,0.08871,compt,Annihilation
416,0,1,0,63.28,41.75,17.65,0.00972754188113579,0.1325,phot,Annihilation
420,0,1,1,-69.79,-0.2585,1.219,0.009807105491535276,0.01095,compt,Annihilation
422,0,1,1,-70.79,-28.06,-60.14,0.009880311815186614,0.909,phot,Annihilation
427,0,1,0,78.24,-17.43,7.748,0.01005129400468439,0.6395,compt,Annihilation
427,0,1,0,75.36,-21.08,11.33,0.010051294024276273,0.2695,phot,Annihilation
428,0,1,1,-58.72,-13.09,7.761,0.01007539691588496,0.5426,compt,Annihilation
428,0,1,1,-59.82,-10.01,10.73,0.01007539693060163,0.3664,phot,Annihilation
429,0,1,1,-70.32,11.66,-24.37,0.010132129365599034,0.909,phot,Annihilation
438,0,1,1,-56.37,37.61,-83.74,0.010285123147729463,0.2778,compt,Annihilation
438,0,1,1,-69.59,39.35,-87.46,0.010285123193895084,0.4416,compt,Annihilation
438,0,1,1,-65.14,42.66,-82.36,0.010285123219898232,0.04952,compt,Annihilation
438,0,1,1,-64.37,41.84,-82.05,0.010285123223810064,0.1401,phot,Annihilation
439,0,1,0,64.23,26.88,-2.164,0.010304718429619102,0.3827,compt,Annihilation
439,0,1,0,64.42,27.23,-1.84,0.010304718431346888,0.5263,phot,Annihilation
440,0,1,0,75.82,27.27,-10.93,0.010351271621339562,0.3779,compt,Annihilation
440,0,1,0,77.54,26.3,-12.31,0.010351271629379148,0.09998,compt,Annihilation
440,0,1,0,83.95,11.53,-17.65,0.01035127168596589,0.1128,compt,Annihilation
440,0,1,0,83.8,10.81,-19.86,0.010351271693716298,0.08434,compt,Annihilation
441,0,1,0,69.28,34.06,-43.38,0.010401015053113295,0.3299,compt,Annihilation
441,0,1,0,73.15,41.38,-40.51,0.010401015082327183,0.03982,compt,Annihilation
441,0,1,0,78.09,60.42,-22.23,0.01040101517194799,0.5393,phot,Annihilation
445,0,1,0,63.31,40.64,9.847,0.010599725249559148,0.3914,compt,Annihilation
445,0,1,0,68.66,54.52,29.06,0.010599725330594879,0.5176,phot,Annihilation
449,0,1,1,-48.93,72.41,-33.69,0.010723258377236746,0.05009,compt,Annihilation
451,0,1,0,52.53,51.95,55.09,0.010768979467924494,0.6368,compt,Annihilation
451,0,1,0,48.52,49.45,58.43,0.010768979487239882,0.2722,phot,Annihilation
453,0,1,1,-56.43,30.85,-31.02,0.010799366275231776,0.5068,compt,Annihilation
453,0,1,1,-78.01,17.53,-25.4,0.010799366361861311,0.4022,phot,Annihilation
454,0,1,1,-57.51,21.36,25.05,0.010804219921712264,0.3332,compt,Annihilation
454,0,1,1,-62.51,35.04,42.63,0.010804219997874473,0.3332,compt,Annihilation
454,0,1,1,-66.93,36.05,38.56,0.010804220018211961,0.03313,compt,Annihilation
454,0,1,1,-69.46,32.55,32.81,0.010804220042219866,0.2095,phot,Annihilation
455,0,1,1,-64.6,21.83,34.93,0.010815365837622737,0.3177,compt,Annihilation
460,0,1,1,-45.01,-40.62,7.567,0.010926762690550571,0.444,compt,Annihilation
460,0,1,1,-48.06,-44.65,0.7658,0.010926762718806682,0.07829,compt,Annihilation
460,0,1,1,-57.44,-53.39,-1.864,0.01092676276246784,0.3867,phot,Annihilation
465,0,1,0,62.23,-65.28,-22.62,0.011067120409215083,0.6692,compt,Annihilation
465,0,1,1,-53.61,-35.12,-92.78,0.011067120872017711,0.08521,compt,Annihilation
465,0,1,1,-54.12,-35.28,-92.35,0.01106712087431852,0.03612,compt,Annihilation
465,0,1,1,-55.29,-35.72,-94.66,0.011067120883051586,0.1184,phot,Annihilation
466,0,1,0,59.83,8.686,-50.42,0.01109621286845274,0.6696,compt,Annihilation
466,0,1,0,58.96,7.08,-50.12,0.01109621287461761,0.2394,phot,Annihilation
467,0,1,1,-48.64,69.95,31.59,0.011129301261133396,0.1829,compt,Annihilation
467,0,1,1,-52.94,71.73,33.1,0.011129301277442272,0.1896,compt,Annihilation
468,0,1,0,50.05,-37.63,39.07,0.01114258895884183,0.03528,compt,Annihilation
469,0,1,1,-72.01,-56.67,-63.12,0.011146878352858288,0.654,compt,Annihilation
469,0,1,1,-73.35,-55.97,-60.29,0.011146878363566924,0.255,phot,Annihilation
471,0,1,1,-45.7,71.14,55.31,0.011163682942135966,0.4753,compt,Annihilation
471,0,1,1,-45.48,71.54,55.3,0.011163682943663149,0.205,compt,Annihilation
471,0,1,1,-45.49,71.55,55.31,0.011163682943724444,0.06748,compt,Annihilation
471,0,1,1,-48.41,74.29,50.34,0.011163682965004135,0.1613,phot,Annihilation
472,0,1,1,-49.9,44.19,-97.92,0.011208264446327,0.567,compt,Annihilation
472,0,1,1,-64.8,50.99,-87.99,0.011208264510231453,0.09109,compt,Annihilation
473,0,1,1,-82.96,10.86,2.454,0.011237998863071398,0.3989,compt,Annihilation
475,0,1,1,-54.23,-56.41,-64.5,0.011299067531348721,0.4914,compt,Annihilation
475,0,1,1,-54.19,-59.7,-63.13,0.011299067543225301,0.2464,compt,Annihilation
475,0,1,1,-54.4,-58.46,-65.81,0.011299067553106132,0.1712,phot,Annihilation
476,0,1,1,-55.01,-31.68,37.02,0.011372172462458441,0.4273,compt,Annihilation
476,0,1,1,-70.57,-36.26,28.93,0.011372172522929321,0.2447,compt,Annihilation
476,0,1,1,-67.61,-41.21,25.48,0.01137217254532903,0.237,phot,Annihilation
477,0,1,1,-71.79,-46.07,-4.925,0.01146152915617069,0.636,compt,Annihilation
477,0,1,1,-71.82,-45.9,-4.959,0.01146152915674263,0.273,phot,Annihilation
479,0,1,0,67.57,-33.6,29.54,0.011492371236177626,0.2218,compt,Annihilation
485,0,1,1,-58.84,43.47,35.91,0.011546879058734246,0.0561,compt,Annihilation
485,0,1,1,-69.81,51.33,48.23,0.011546879119657546,0.8529,phot,Annihilation
488,0,1,1,-56.5,-23.72,26.97,0.011626630878131984,0.3038,compt,Annihilation
488,0,1,1,-70.19,-49.34,78.5,0.011626631075465958,0.02859,compt,Annihilation
491,0,1,0,60.26,-9.659,-50.06,0.01170344164307805,0.6388,compt,Annihilation
491,0,1,0,47.13,-24.79,-52.36,0.01170344171035029,0.2702,phot,Annihilation
492,0,1,1,-69.32,-64.85,-6.571,0.011704289109802856,0.1097,compt,Annihilation
492,0,1,1,-77.0,-69.72,-4.163,0.011704289141183571,0.6088,compt,Annihilation
492,0,1,1,-64.26,-63.66,-8.268,0.011704289190223063,0.1905,phot,Annihilation
497,0,1,0,60.44,35.37,-60.19,0.011740332561848312,0.3637,compt,Annihilation
497,0,1,0,62.42,34.91,-60.44,0.011740332568681627,0.0201,compt,Annihilation
497,0,1,0,64.17,34.61,-61.19,0.011740332575134887,0.3392,compt,Annihilation
497,0,1,0,62.78,33.92,-61.07,0.011740332580339172,0.01903,compt,Annihilation
497,0,1,0,59.94,26.98,-59.66,0.011740332605776622,0.167,phot,Annihilation
499,0,1,1,-65.92,24.27,-58.21,0.01180496830991425,0.1274,compt,Annihilation
499,0,1,1,-70.01,29.7,-63.42,0.011804968338493487,0.3207,compt,Annihilation
501,0,1,0,47.53,44.62,56.59,0.011819754513005,0.6283,compt,Annihilation
501,0,1,0,52.9,38.29,53.69,0.01181975454232777,0.03208,compt,Annihilation
501,0,1,0,62.22,33.18,56.48,0.011819754578970791,0.2487,phot,Annihilation
502,0,1,0,69.87,14.82,65.65,0.011886729940731361,0.5578,compt,Annihilation
502,0,1,0,79.9,0.3364,60.8,0.01188673000168373,0.2335,compt,Annihilation
502,0,1,0,75.68,3.347,58.77,0.011886730020241829,0.1177,phot,Annihilation
503,0,1,1,-67.92,-18.42,16.92,0.011927058647621006,0.477,compt,Annihilation
503,0,1,1,-78.65,-18.01,2.55,0.011927058707452504,0.188,compt,Annihilation
503,0,1,1,-80.25,-18.48,3.494,0.011927058713859243,0.08906,compt,Annihilation
503,0,1,1,-79.61,-19.9,2.671,0.011927058719733938,0.1549,phot,Annihilation
504,0,1,0,68.48,67.33,14.69,0.011947721044816732,0.1961,compt,Annihilation
514,0,1,0,59.85,11.16,-2.537,0.012191517396008216,0.4977,compt,Annihilation
514,0,1,0,61.61,11.18,-7.562,0.012191517413778163,0.08148,compt,Annihilation
514,0,1,0,75.33,18.47,-13.92,0.012191517469755105,0.3298,phot,Annihilation
515,0,1,1,-57.07,19.12,-64.37,0.01224150793686696,0.2292,compt,Annihilation
515,0,1,1,-57.11,19.09,-64.44,0.012241507937150245,0.3944,compt,Annihilation
515,0,1,1,-56.52,14.03,-62.1,0.01224150795581444,0.2855,phot,Annihilation
520,0,1,1,-77.07,-37.26,-3.346,0.012323282001746443,0.427,compt,Annihilation
521,0,1,1,-57.97,58.46,46.53,0.012332990169816026,0.2263,compt,Annihilation
521,0,1,1,-69.05,74.87,45.4,0.01233299023599913,0.3065,compt,Annihilation
521,0,1,1,-69.79,74.9,44.49,0.012332990239922159,0.1244,compt,Annihilation
525,0,1,1,-52.65,-45.46,0.1123,0.012377340468355699,0.06686,compt,Annihilation
525,0,1,1,-81.76,-58.95,0.7887,0.012377340575379295,0.5991,compt,Annihilation
525,0,1,1,-78.88,-61.01,1.636,0.012377340587512125,0.03482,compt,Annihilation
525,0,1,1,-77.59,-62.75,0.2907,0.012377340596017646,0.08824,compt,Annihilation
525,0,1,1,-77.59,-62.71,0.3018,0.012377340596137659,0.003077,compt,Annihilation
525,0,1,1,-77.45,-62.14,0.7198,0.012377340598555713,0.117,phot,Annihilation
527,0,1,1,-64.19,27.57,2.151,0.012443840604087646,0.2707,compt,Annihilation
528,0,1,0,71.38,-42.95,33.18,0.01244877893926718,0.4625,compt,Annihilation
528,0,1,0,69.24,-47.09,37.84,0.01244877896122337,0.4465,phot,Annihilation
533,0,1,1,-68.87,-20.05,-0.4216,0.012609108115351044,0.5509,compt,Annihilation
533,0,1,1,-69.21,-20.9,-9.308,0.012609108145150398,0.3581,phot,Annihilation
536,0,1,1,-56.35,25.4,78.21,0.012647711487244926,0.909,phot,Annihilation
542,0,1,1,-73.79,-1.766,-27.45,0.012754660669257161,0.6051,compt,Annihilation
542,0,1,1,-73.9,-0.943,-26.95,0.012754660672499281,0.3039,phot,Annihilation
547,0,1,0,77.38,-50.79,44.57,0.012850781654718223,0.909,phot,Annihilation
549,0,1,1,-76.64,0.9201,-50.28,0.012880468087210847,0.6774,compt,Annihilation
549,0,1,1,-74.0,3.939,-49.2,0.012880468101075317,0.001379,compt,Annihilation
549,0,1,1,-73.87,4.148,-49.09,0.012880468101975082,0.2302,phot,Annihilation
553,0,1,0,62.37,-35.23,-43.62,0.012985133553727365,0.0384,compt,Annihilation
553,0,1,0,66.5,-38.76,-46.09,0.012985133573624278,0.1375,compt,Annihilation
553,0,1,0,70.11,-41.45,-45.86,0.012985133588651998,0.2639,compt,Annihilation
553,0,1,0,73.05,-44.5,-50.72,0.012985133610167468,0.155,compt,Annihilation
553,0,1,0,75.76,-39.32,-59.04,0.012985133644089342,0.3142,phot,Annihilation
555,0,1,1,-82.29,7.253,50.33,0.01299743358304037,0.6149,compt,Annihilation
555,0,1,1,-80.21,11.48,51.5,0.012997433599233506,0.07952,compt,Annihilation
555,0,1,1,-72.15,21.06,38.06,0.01299743366051657,0.2146,phot,Annihilation
560,0,1,0,54.94,37.22,55.34,0.013076105971030608,0.1521,compt,Annihilation
560,0,1,0,57.69,40.47,63.93,0.013076106002978947,0.4149,compt,Annihilation
560,0,1,0,57.47,40.95,63.92,0.013076106004736056,0.03797,compt,Annihilation
560,0,1,0,57.35,42.42,63.03,0.013076106010499912,0.1089,compt,Annihilation
560,0,1,0,61.79,41.63,61.5,0.013076106026381169,0.0324,compt,Annihilation
560,0,1,0,61.69,41.12,60.27,0.013076106030843181,0.1627,phot,Annihilation
562,0,1,1,-53.43,-53.12,-3.013,0.013112126189351727,0.1353,compt,Annihilation
562,0,1,1,-55.29,-53.82,-3.401,0.013112126196098623,0.371,compt,Annihilation
566,0,1,0,72.29,41.51,8.271,0.013166107065462883,0.1324,compt,Annihilation
566,0,1,0,82.02,42.37,8.405,0.013166107098066369,0.3524,compt,Annihilation
566,0,1,0,82.12,42.46,8.601,0.013166107098853823,0.2551,compt,Annihilation
566,0,1,0,81.24,44.53,1.282,0.013166107124404266,0.04082,compt,Annihilation
566,0,1,0,78.23,49.98,-1.176,0.013166107146711592,0.1283,phot,Annihilation
569,0,1,0,66.91,-2.587,52.44,0.013234965819895153,0.0546,compt,Annihilation
569,0,1,0,68.08,-2.225,53.36,0.013234965824987548,0.4681,compt,Annihilation
569,0,1,0,64.11,36.54,61.82,0.01323496595800114,0.3863,phot,Annihilation
571,0,1,0,56.36,40.97,83.73,0.01329281335651509,0.6054,compt,Annihilation
571,0,1,0,50.39,56.92,77.03,0.013292813417573547,0.1483,compt,Annihilation
571,0,1,0,52.74,56.14,79.86,0.013292813430127788,0.1553,phot,Annihilation
573,0,1,0,58.74,-46.05,42.66,0.013380282915524074,0.2264,compt,Annihilation
573,0,1,0,72.76,-51.18,42.39,0.01338028296533491,0.4871,compt,Annihilation
573,0,1,0,69.99,-49.87,44.21,0.013380282977216516,0.1955,phot,Annihilation
575,0,1,0,77.71,11.84,-22.29,0.01339743796982284,0.2704,compt,Annihilation
575,0,1,0,82.84,16.83,-28.94,0.013397438002409869,0.03383,compt,Annihilation
576,0,1,1,-82.2,34.83,9.683,0.013460439164138778,0.485,compt,Annihilation
577,0,1,1,-62.99,19.27,59.9,0.01346581077433303,0.6471,compt,Annihilation
577,0,1,1,-58.81,16.72,62.54,0.01346581079289188,0.02979,compt,Annihilation
577,0,1,1,-58.02,12.18,65.93,0.013465810811963153,0.2321,phot,Annihilation
578,0,1,1,-62.16,0.567,15.04,0.013478484984050833,0.6654,compt,Annihilation
578,0,1,1,-61.27,9.092,5.211,0.013478485027549609,0.2436,phot,Annihilation
583,0,1,0,54.86,62.78,93.49,0.013542247154404377,0.1679,compt,Annihilation
587,0,1,0,48.2,66.0,25.74,0.013643423503541308,0.7049,compt,Annihilation
587,0,1,0,47.49,62.74,25.15,0.01364342351484721,0.2041,phot,Annihilation
588,0,1,0,78.72,-6.377,-1.199,0.013644956868574401,0.4415,compt,Annihilation
594,0,1,1,-64.47,-58.96,-93.11,0.013739151563809431,0.909,phot,Annihilation
595,0,1,1,-63.44,-19.9,90.56,0.013801340464880732,0.6718,compt,Annihilation
595,0,1,1,-52.82,0.9956,84.96,0.013801340545267238,0.05865,compt,Annihilation
595,0,1,1,-54.06,9.411,94.63,0.013801340588666527,0.1786,phot,Annihilation
608,0,1,1,-69.37,51.84,-1.01,0.014099771365955856,0.909,phot,Annihilation
612,0,1,0,45.86,-40.82,58.12,0.01410970521284892,0.02242,compt,Annihilation
612,0,1,0,47.39,-42.78,61.1,0.014109705225808088,0.4648,compt,Annihilation
612,0,1,0,73.35,-65.63,50.69,0.014109705346288628,0.141,compt,Annihilation
612,0,1,0,72.94,-70.33,53.02,0.0141097053638368,0.05738,compt,Annihilation
612,0,1,0,74.4,-71.01,54.78,0.014109705371811327,0.006227,compt,Annihilation
612,0,1,0,75.08,-71.68,56.04,0.014109705377079187,0.2172,phot,Annihilation
614,0,1,1,-49.79,56.52,8.885,0.014171366914370839,0.3245,compt,Annihilation
614,0,1,1,-49.74,57.34,8.706,0.014171366917177766,0.1646,compt,Annihilation
614,0,1,1,-49.18,57.78,8.166,0.014171366920158728,0.08865,compt,Annihilation
614,0,1,1,-49.9,58.52,8.439,0.014171366923718088,0.19,compt,Annihilation
614,0,1,1,-49.57,57.49,7.777,0.014171366927948365,0.1412,phot,Annihilation
615,0,1,1,-58.26,42.78,9.463,0.014193420265162607,0.5723,compt,Annihilation
615,0,1,1,-62.59,40.83,1.434,0.014193420296282403,0.009026,compt,Annihilation
615,0,1,1,-68.82,37.86,-26.23,0.014193420391398023,0.1081,compt,Annihilation
615,0,1,1,-64.74,26.77,-27.56,0.014193420431076425,0.2195,phot,Annihilation
624,0,1,0,80.65,9.884,-40.9,0.01434942427997881,0.6785,compt,Annihilation
624,0,1,0,73.35,15.76,-37.72,0.014349424312996177,0.099,compt,Annihilation
624,0,1,0,73.43,15.68,-38.41,0.014349424315338899,0.1315,phot,Annihilation
628,0,1,1,-46.32,-50.67,-6.818,0.014515267498085896,0.6982,compt,Annihilation
628,0,1,0,52.15,40.9,-73.11,0.014515267998806548,0.2108,phot,Annihilation
631,0,1,0,62.14,-9.042,-18.02,0.014555219002062149,0.5568,compt,Annihilation
634,0,1,1,-61.32,36.64,-30.39,0.01458032561109827,0.5822,compt,Annihilation
634,0,1,1,-71.89,26.64,-23.22,0.014580325665207344,0.3268,phot,Annihilation
635,0,1,0,61.25,-1.971,22.49,0.014617106891386676,0.5981,compt,Annihilation
635,0,1,0,63.87,1.776,16.72,0.014617106915933818,0.06803,compt,Annihilation
635,0,1,0,59.92,5.457,11.8,0.014617106940314387,0.2429,phot,Annihilation
637,0,1,0,52.36,-50.82,0.116,0.014679630063913242,0.0821,compt,Annihilation
638,0,1,1,-54.76,26.59,-54.46,0.014682272116042136,0.5839,compt,Annihilation
638,0,1,1,-54.98,26.86,-54.12,0.014682272117676736,0.05641,compt,Annihilation
638,0,1,1,-62.84,26.82,-52.64,0.014682272144343943,0.2687,phot,Annihilation
644,0,1,1,-81.38,0.3477,57.77,0.01481242834796868,0.6854,compt,Annihilation
644,0,1,1,-76.36,-1.78,55.68,0.014812428367444563,0.2236,phot,Annihilation
646,0,1,1,-70.41,-49.79,-96.56,0.014849726619224098,0.909,phot,Annihilation
651,0,1,1,-58.37,-57.95,44.71,0.014949128732020844,0.1881,compt,Annihilation
654,0,1,0,57.01,35.69,-10.2,0.015027620291543458,0.365,compt,Annihilation
659,0,1,1,-69.1,-4.799,-72.81,0.015201284507156805,0.1339,compt,Annihilation
659,0,1,1,-70.27,-5.741,-75.97,0.015201284518833421,0.7751,phot,Annihilation
661,0,1,1,-53.15,50.31,1.166,0.015320891576402776,0.1978,compt,Annihilation
661,0,1,1,-57.64,55.72,-3.189,0.015320891603982159,0.4606,compt,Annihilation
661,0,1,1,-57.69,49.62,-3.531,0.015320891624350505,0.1028,compt,Annihilation
661,0,1,1,-53.52,51.2,-4.085,0.015320891639319715,0.1478,phot,Annihilation
664,0,1,0,51.36,-56.31,-17.83,0.015464256332615813,0.6775,compt,Annihilation
664,0,1,0,51.1,-56.33,-17.81,0.015464256333491019,0.2315,phot,Annihilation
671,0,1,1,-58.78,48.18,22.82,0.015673980203147576,0.2661,compt,Annihilation
671,0,1,1,-71.6,49.39,34.2,0.015673980260451054,0.2428,compt,Annihilation
676,0,1,1,-59.13,-42.65,-41.93,0.015810382437600145,0.4754,compt,Annihilation
676,0,1,1,-72.63,-33.44,-58.26,0.01581038251468575,0.2569,compt,Annihilation
676,0,1,1,-71.88,-36.97,-54.85,0.015810382531374324,0.1767,phot,Annihilation
681,0,1,1,-71.71,-25.04,22.17,0.01599119888134406,0.909,phot,Annihilation
684,0,1,1,-52.17,-53.37,-48.65,0.016130829829763212,0.4956,compt,Annihilation
684,0,1,1,-62.25,-58.02,-42.01,0.016130829872933954,0.209,compt,Annihilation
684,0,1,1,-60.44,-56.16,-39.84,0.016130829884220297,0.2044,phot,Annihilation
685,0,1,0,48.54,-58.42,-81.84,0.01614250869090482,0.2855,compt,Annihilation
686,0,1,0,67.12,-69.46,62.03,0.016164400638529884,0.06306,compt,Annihilation
695,0,1,1,-57.84,24.36,-58.63,0.016539927820882337,0.3535,compt,Annihilation
695,0,1,1,-68.54,70.78,-76.82,0.016539927990968612,0.07094,compt,Annihilation
697,0,1,1,-74.38,-55.89,-53.78,0.01662648103715732,0.5957,compt,Annihilation
697,0,1,1,-72.24,-60.69,-49.85,0.016626481059057795,0.1704,compt,Annihilation
697,0,1,1,-72.03,-58.02,-53.92,0.016626481075302253,0.143,phot,Annihilation
704,0,1,1,-65.52,-46.08,-31.39,0.016809555434730263,0.5778,compt,Annihilation
704,0,1,1,-69.12,-71.55,-6.964,0.016809555553034657,0.02766,compt,Annihilation
707,0,1,0,66.95,47.7,-46.04,0.016876283628702537,0.5151,compt,Annihilation
707,0,1,0,70.1,45.83,-45.54,0.01687628364102855,0.1381,compt,Annihilation
707,0,1,0,72.46,47.51,-37.3,0.016876283670165873,0.1005,compt,Annihilation
707,0,1,0,68.79,51.22,-41.63,0.016876283692780363,0.1554,phot,Annihilation
708,0,1,1,-74.55,47.37,-41.97,0.016889821076342904,0.2413,compt,Annihilation
708,0,1,1,-75.93,52.23,-45.87,0.016889821097633824,0.4871,compt,Annihilation
708,0,1,1,-71.08,46.32,-40.24,0.016889821129298748,0.1807,phot,Annihilation
709,0,1,1,-82.41,68.87,50.18,0.016899380034567126,0.5542,compt,Annihilation
712,0,1,1,-51.66,-50.78,41.0,0.016919143856101812,0.909,phot,Annihilation
713,0,1,1,-59.92,-13.07,58.15,0.016928924348463145,0.6996,compt,Annihilation
713,0,1,1,-54.96,-15.23,54.49,0.016928924370251404,0.008405,compt,Annihilation
713,0,1,1,-49.16,-21.59,42.13,0.016928924420479594,0.03369,compt,Annihilation
713,0,1,1,-49.37,-24.08,42.05,0.01692892442882348,0.1673,phot,Annihilation
722,0,1,0,60.58,-18.15,28.3,0.017137526057992677,0.02317,compt,Annihilation
724,0,1,1,-50.41,-37.18,-6.086,0.017252259209121348,0.2764,compt,Annihilation
724,0,1,1,-60.18,-42.99,2.53,0.017252259256699598,0.09168,compt,Annihilation
724,0,1,1,-60.89,-42.88,2.93,0.017252259259428346,0.006587,compt,Annihilation
724,0,1,1,-78.41,-38.1,8.205,0.017252259322509844,0.3444,compt,Annihilation
724,0,1,1,-78.05,-38.03,7.759,0.017252259324443454,0.1899,phot,Annihilation
