Event ID,Time Slice,Gamma ID,Node(detector),X,Y,Z,Time,Edep,type,Gamma Source
8952,0,1,0,68.48,14.89,-42.96,0.22290674210698203,0.4087,compt,Annihilation
8952,0,1,0,68.21,14.87,-42.96,0.22290674210789435,0.2308,phot,Annihilation
8956,0,1,0,66.87,10.89,18.27,0.22293340532543895,0.4775,compt,Annihilation
8956,0,1,0,84.4,-26.71,52.97,0.22293340550583735,0.1122,compt,Annihilation
8956,0,1,0,78.83,-30.27,63.06,0.22293340554616164,0.1666,compt,Annihilation
8956,0,1,0,79.71,-30.0,62.4,0.22293340554994873,0.1527,phot,Annihilation
8957,0,1,0,71.46,-19.97,95.43,0.22296871346011665,0.909,phot,Annihilation
8959,0,1,0,47.4,74.45,-6.294,0.22299218895068706,0.2681,compt,Annihilation
8960,0,1,0,67.54,-10.35,-86.25,0.22301081012242321,0.09537,compt,Annihilation
8960,0,1,0,75.64,-9.706,-91.27,0.22301081015426064,0.2293,compt,Annihilation
8961,0,1,1,-68.9,-18.1,-95.37,0.2230188695754003,0.5616,compt,Annihilation
8962,0,1,0,50.54,45.62,89.6,0.22302350351279884,0.909,phot,Annihilation
8963,0,1,1,-53.59,-35.27,14.67,0.2230573333049242,0.04802,compt,Annihilation
8963,0,1,1,-67.14,-49.83,16.44,0.2230573333715475,0.5234,compt,Annihilation
8963,0,1,1,-68.14,-49.02,16.84,0.22305733337606612,0.0885,compt,Annihilation
8963,0,1,1,-71.86,-48.43,14.73,0.2230573333904741,0.2491,phot,Annihilation
8964,0,1,0,60.51,-73.79,75.14,0.22306535668093383,0.2443,compt,Annihilation
8967,0,1,1,-60.87,-15.97,85.83,0.22314588448918177,0.01647,compt,Annihilation
8967,0,1,1,-62.21,-15.99,87.75,0.22314588449696718,0.5176,compt,Annihilation
8967,0,1,1,-59.79,8.091,96.7,0.22314588458303794,0.3749,phot,Annihilation
8973,0,1,0,56.78,-48.51,-4.898,0.22331912210835098,0.1758,compt,Annihilation
8973,0,1,0,73.86,-52.61,-1.939,0.22331912216778038,0.2526,compt,Annihilation
8973,0,1,0,77.75,-46.38,-1.199,0.22331912219240638,0.4806,phot,Annihilation
8974,0,1,1,-66.97,14.35,-26.23,0.22334539460006186,0.5129,compt,Annihilation
8974,0,1,1,-70.01,10.24,-24.92,0.22334539461766598,0.001305,compt,Annihilation
8974,0,1,1,-70.07,10.14,-24.89,0.22334539461803823,0.1504,compt,Annihilation
8974,0,1,1,-71.62,6.196,-32.33,0.22334539464661024,0.2445,phot,Annihilation
8975,0,1,1,-49.72,-39.88,41.27,0.22336573297951254,0.02675,compt,Annihilation
8975,0,1,1,-57.93,-47.21,45.47,0.2233657330187958,0.5284,compt,Annihilation
8975,0,1,1,-47.24,-55.41,55.66,0.22336573307563173,0.1511,compt,Annihilation
8975,0,1,1,-52.2,-57.22,56.91,0.22336573309373658,0.05472,compt,Annihilation
8975,0,1,1,-52.11,-57.62,57.32,0.2233657330956744,0.1481,phot,Annihilation
8976,0,1,1,-53.95,67.0,42.92,0.22337547969127036,0.6407,compt,Annihilation
8976,0,1,1,-50.81,62.22,47.26,0.22337547971522775,0.2683,phot,Annihilation
8982,0,1,1,-82.39,-42.13,30.5,0.22346729761794892,0.4638,compt,Annihilation
8982,0,1,1,-84.79,-43.08,27.65,0.22346729763075557,0.02404,compt,Annihilation
8985,0,1,1,-52.36,47.33,-87.95,0.22352823060169996,0.909,phot,Annihilation
8986,0,1,1,-57.59,-20.31,-91.67,0.22353125959922193,0.6208,compt,Annihilation
8986,0,1,1,-53.68,-23.54,-92.66,0.2235312596164779,0.2882,phot,Annihilation
8987,0,1,1,-82.7,16.69,26.03,0.22367168028096326,0.2785,compt,Annihilation
8988,0,1,0,80.22,31.24,-37.96,0.22369211354878982,0.909,phot,Annihilation
8989,0,1,1,-68.59,-6.151,-23.02,0.223700177615941,0.6457,compt,Annihilation
8989,0,1,1,-53.71,0.1012,-41.98,0.2237001776989795,0.2633,phot,Annihilation
8990,0,1,1,-48.25,48.21,25.49,0.2237131493443999,0.02714,compt,Annihilation
8990,0,1,1,-73.68,65.45,38.21,0.223713149455318,0.5363,compt,Annihilation
8990,0,1,1,-78.54,58.47,38.12,0.22371314948368645,0.1049,compt,Annihilation
8994,0,1,1,-82.67,-38.93,49.65,0.22388743464511981,0.2616,compt,Annihilation
8996,0,1,0,72.5,37.56,53.01,0.2239041021759066,0.6556,compt,Annihilation
8996,0,1,0,70.94,39.04,52.13,0.22390410218364304,0.03641,compt,Annihilation
8996,0,1,0,70.3,65.13,51.76,0.22390410227069346,0.217,phot,Annihilation
8999,0,1,1,-66.88,36.18,-81.92,0.22395987539409135,0.3932,compt,Annihilation
8999,0,1,1,-69.95,38.69,-81.44,0.22395987540740667,0.05275,compt,Annihilation
8999,0,1,1,-84.84,42.4,-82.31,0.2239598754586633,0.4631,phot,Annihilation
9000,0,1,0,55.38,-32.07,14.22,0.22397169187706592,0.04189,compt,Annihilation
9001,0,1,1,-52.51,66.83,-18.83,0.22400830855899959,0.6599,compt,Annihilation
9001,0,1,1,-52.07,66.92,-18.53,0.22400830856081813,0.06772,compt,Annihilation
9001,0,1,1,-51.5,67.4,-19.06,0.22400830856387263,0.1813,phot,Annihilation
9004,0,1,1,-72.64,10.15,-17.92,0.2241045036682662,0.01132,compt,Annihilation
9007,0,1,0,61.85,-40.58,-52.39,0.22413394674949277,0.6251,compt,Annihilation
9007,0,1,0,45.11,-55.23,-52.06,0.22413394682369622,0.2839,phot,Annihilation
9017,0,1,0,55.09,-44.85,20.28,0.22443379974898825,0.0922,compt,Annihilation
9017,0,1,0,57.45,-48.04,20.36,0.22443379976223254,0.1312,compt,Annihilation
9017,0,1,0,63.79,-73.45,13.46,0.22443379985261966,0.136,compt,Annihilation
9017,0,1,0,64.16,-73.99,13.71,0.2244337998549534,0.2062,compt,Annihilation
9026,0,1,0,60.35,13.55,48.58,0.22469442235937745,0.58,compt,Annihilation
9026,0,1,0,64.2,-7.753,45.0,0.22469442243256627,0.02196,compt,Annihilation
9026,0,1,0,64.65,-19.69,48.77,0.22469442247434007,0.3071,phot,Annihilation
9030,0,1,1,-74.3,31.61,-30.77,0.22473845676089732,0.4544,compt,Annihilation
9030,0,1,1,-76.69,44.69,-28.42,0.2247384568059315,0.06148,compt,Annihilation
9030,0,1,1,-77.05,46.59,-26.63,0.22473845681472773,0.008969,compt,Annihilation
9030,0,1,1,-76.78,48.47,-24.99,0.22473845682310575,0.3841,phot,Annihilation
9031,0,1,1,-47.91,-49.42,10.95,0.22476033500139508,0.6086,compt,Annihilation
9031,0,1,1,-48.19,-49.06,10.72,0.2247603350030904,0.3004,phot,Annihilation
9032,0,1,1,-47.65,66.3,48.42,0.2247690030092481,0.673,compt,Annihilation
9032,0,1,1,-45.25,64.93,49.32,0.22476900301890615,0.0403,compt,Annihilation
9032,0,1,1,-45.5,59.13,54.71,0.2247690030453505,0.02545,compt,Annihilation
9032,0,1,1,-46.32,59.01,55.54,0.2247690030492542,0.1702,phot,Annihilation
9034,0,1,1,-57.06,-29.22,-51.7,0.22484454851596955,0.2783,compt,Annihilation
9034,0,1,1,-57.24,-29.14,-52.27,0.22484454851796262,0.4237,compt,Annihilation
9034,0,1,1,-55.3,-27.77,-51.43,0.22484454852635977,0.207,phot,Annihilation
9039,0,1,0,47.6,47.12,47.89,0.22502809021368406,0.4523,compt,Annihilation
9039,0,1,0,46.75,43.13,67.84,0.22502809028159704,0.1507,compt,Annihilation
9039,0,1,0,55.7,49.13,75.47,0.22502809032564564,0.00566,compt,Annihilation
9039,0,1,0,57.11,50.06,76.11,0.22502809033165364,0.1159,compt,Annihilation
9039,0,1,0,58.85,46.23,77.21,0.2250280903461732,0.1844,phot,Annihilation
9040,0,1,1,-68.43,30.36,6.595,0.22503047406849397,0.1804,compt,Annihilation
9040,0,1,1,-74.48,38.76,6.759,0.22503047410302388,0.5076,compt,Annihilation
9040,0,1,1,-77.85,24.63,5.326,0.2250304741517284,0.0008405,compt,Annihilation
9040,0,1,1,-78.85,21.22,5.417,0.2250304741635666,0.2201,phot,Annihilation
9042,0,1,0,69.51,-32.98,68.34,0.22509218243820706,0.909,phot,Annihilation
9044,0,1,1,-67.13,42.76,-10.37,0.22512673541345024,0.909,phot,Annihilation
9047,0,1,0,49.43,-37.71,22.08,0.22519902468457376,0.5825,compt,Annihilation
9047,0,1,0,54.91,-29.53,23.36,0.2251990247176917,0.1406,compt,Annihilation
9047,0,1,0,54.74,-29.52,22.17,0.22519902472169542,0.02465,compt,Annihilation
9047,0,1,0,55.79,-28.7,20.96,0.22519902472772096,0.1613,phot,Annihilation
9049,0,1,0,49.98,55.26,-26.38,0.22528557782059247,0.6178,compt,Annihilation
9049,0,1,0,52.44,52.02,-26.2,0.22528557783416683,0.2912,phot,Annihilation
9051,0,1,1,-53.47,28.7,-84.81,0.22531462082328035,0.1389,compt,Annihilation
9052,0,1,1,-58.86,-32.18,28.52,0.2253352955951911,0.3399,compt,Annihilation
9052,0,1,1,-75.95,-21.7,38.79,0.22533529567032412,0.1046,compt,Annihilation
9052,0,1,1,-76.73,-21.71,39.71,0.22533529567435365,0.4645,phot,Annihilation
9054,0,1,1,-53.0,-30.93,-20.97,0.2253494705866038,0.909,phot,Annihilation
9062,0,1,0,52.1,40.54,-18.3,0.22552235698346937,0.2597,compt,Annihilation
9062,0,1,0,58.18,40.19,-18.84,0.22552235700387863,0.1086,compt,Annihilation
9062,0,1,0,63.9,36.04,-19.07,0.22552235702744605,0.1918,compt,Annihilation
9062,0,1,0,64.63,33.35,-22.97,0.22552235704343845,0.08448,compt,Annihilation
9062,0,1,0,64.81,33.14,-22.98,0.2255223570443664,0.2644,phot,Annihilation
9068,0,1,0,52.06,-37.35,89.25,0.22561432086543565,0.01507,compt,Annihilation
9068,0,1,0,55.3,-38.95,95.64,0.2256143208899153,0.1845,compt,Annihilation
9068,0,1,0,57.06,-37.6,99.69,0.2256143209053266,0.7094,phot,Annihilation
9073,0,1,0,57.66,48.14,46.91,0.22579536704607417,0.03924,compt,Annihilation
9073,0,1,0,79.2,61.19,56.95,0.22579536713650075,0.618,compt,Annihilation
9073,0,1,0,79.36,46.1,50.33,0.22579536719149085,0.08634,compt,Annihilation
9073,0,1,0,80.04,46.23,50.25,0.22579536719381482,0.1655,phot,Annihilation
9080,0,1,0,59.83,-5.678,-10.44,0.22595357669700125,0.6582,compt,Annihilation
9080,0,1,0,59.26,-4.398,-10.21,0.22595357670174127,0.1168,compt,Annihilation
9080,0,1,0,59.57,-4.788,-10.58,0.2259535767038191,0.134,phot,Annihilation
9084,0,1,0,62.58,-8.771,19.91,0.22599885994078436,0.5673,compt,Annihilation
9084,0,1,0,61.73,-9.054,23.26,0.225998859952347,0.01599,compt,Annihilation
9084,0,1,0,61.45,-11.96,30.2,0.2259988599774771,0.05049,compt,Annihilation
9084,0,1,0,60.39,-12.47,30.74,0.22599885998178063,0.2752,phot,Annihilation
9086,0,1,1,-73.39,-70.09,55.67,0.22609039349362411,0.5931,compt,Annihilation
9086,0,1,1,-71.44,-70.17,58.03,0.226090393503848,0.03229,compt,Annihilation
9086,0,1,1,-71.36,-70.04,59.0,0.22609039350710494,0.06104,compt,Annihilation
9086,0,1,1,-62.42,-67.66,64.01,0.2260903935421961,0.102,compt,Annihilation
9086,0,1,1,-63.81,-68.2,62.27,0.22609039354985022,0.00509,compt,Annihilation
9086,0,1,1,-65.4,-67.06,59.14,0.226090393562179,0.1155,phot,Annihilation
9089,0,1,1,-66.7,38.88,77.39,0.22611590949320007,0.5187,compt,Annihilation
9089,0,1,1,-67.97,38.73,76.85,0.22611590949781601,0.1736,compt,Annihilation
9089,0,1,1,-67.93,41.54,76.27,0.22611590950738905,0.2166,phot,Annihilation
9090,0,1,0,64.93,64.23,40.18,0.2261199575002049,0.6327,compt,Annihilation
9090,0,1,0,60.8,62.4,44.98,0.22611995752218536,0.2763,phot,Annihilation
9091,0,1,1,-70.99,58.85,-86.18,0.2261400642628436,0.03689,compt,Annihilation
9092,0,1,1,-69.39,46.56,72.34,0.22614363705281004,0.691,compt,Annihilation
9092,0,1,1,-68.19,46.91,68.06,0.22614363706768248,0.0247,compt,Annihilation
9092,0,1,1,-64.83,48.3,65.97,0.22614363708166493,0.1933,phot,Annihilation
9098,0,1,0,77.53,32.76,65.15,0.22622327212502158,0.6438,compt,Annihilation
9098,0,1,0,77.32,32.6,65.3,0.2262232721260279,0.2652,phot,Annihilation
9099,0,1,0,77.5,-13.2,-60.62,0.2262487561401261,0.6515,compt,Annihilation
9099,0,1,0,75.23,-13.12,-62.1,0.2262487561491538,0.1224,compt,Annihilation
9099,0,1,0,77.88,-14.77,-62.31,0.22624875615956744,0.02942,compt,Annihilation
9099,0,1,0,77.59,-14.73,-60.56,0.2262487561654754,0.1056,phot,Annihilation
9102,0,1,1,-62.48,-0.5438,-17.97,0.22634638405302535,0.03868,compt,Annihilation
9102,0,1,1,-76.8,-0.4256,-18.76,0.22634638410086638,0.5219,compt,Annihilation
9102,0,1,1,-80.95,17.0,3.473,0.22634638419609937,0.3484,phot,Annihilation
9103,0,1,0,69.63,68.48,-25.28,0.22635064883371303,0.14,compt,Annihilation
9106,0,1,0,75.95,-14.23,-4.178,0.2264673153292868,0.3693,compt,Annihilation
9109,0,1,0,49.48,70.58,44.87,0.22650405147577835,0.1667,compt,Annihilation
9114,0,1,1,-73.02,-2.565,-27.66,0.22660082524563732,0.3929,compt,Annihilation
9114,0,1,1,-75.66,1.584,-28.9,0.22660082526254346,0.09304,compt,Annihilation
9114,0,1,1,-79.93,3.23,-28.79,0.22660082527781317,0.2247,compt,Annihilation
9114,0,1,1,-79.06,2.279,-29.16,0.22660082528229175,0.1983,phot,Annihilation
9118,0,1,1,-60.96,24.71,-49.42,0.22664680495909842,0.029,compt,Annihilation
9118,0,1,1,-65.9,28.06,-55.02,0.22664680498641082,0.475,compt,Annihilation
9118,0,1,1,-68.0,25.14,-56.2,0.2266468049990218,0.06287,compt,Annihilation
9118,0,1,1,-71.19,24.38,-58.55,0.2266468050124708,0.1238,compt,Annihilation
9118,0,1,1,-80.01,23.2,-52.61,0.22664680504820178,0.2183,phot,Annihilation
9121,0,1,0,54.22,27.76,-14.72,0.22669127090038127,0.1401,compt,Annihilation
9121,0,1,0,83.54,37.35,-6.894,0.2266912710065494,0.4916,compt,Annihilation
9121,0,1,0,82.01,41.83,-8.26,0.22669127102299907,0.009239,compt,Annihilation
9121,0,1,0,79.13,49.88,-13.92,0.226691271057188,0.08774,compt,Annihilation
9121,0,1,0,79.16,49.79,-14.12,0.22669127105788964,0.0541,compt,Annihilation
9121,0,1,0,79.29,49.68,-14.01,0.22669127105855694,0.03119,compt,Annihilation
9121,0,1,0,79.47,49.84,-14.4,0.22669127106007883,0.09508,phot,Annihilation
9123,0,1,0,55.03,-27.12,57.0,0.2267333543748884,0.1306,compt,Annihilation
9123,0,1,0,67.32,-25.73,68.1,0.2267333544303197,0.03197,compt,Annihilation
9124,0,1,1,-81.51,-0.4433,47.57,0.22674589872067377,0.909,phot,Annihilation
9127,0,1,0,54.33,51.72,-27.56,0.22682027625214873,0.1057,compt,Annihilation
9127,0,1,0,68.37,73.68,-28.87,0.22682027633917784,0.5802,compt,Annihilation
9127,0,1,0,65.41,70.66,-27.04,0.22682027635452848,0.03781,compt,Annihilation
9127,0,1,0,61.47,71.38,-27.33,0.2268202763679192,0.1852,phot,Annihilation
9131,0,1,0,56.03,21.49,-29.06,0.2268617795706798,0.909,phot,Annihilation
9132,0,1,1,-59.03,-12.49,-14.64,0.22686436379464053,0.03628,compt,Annihilation
9132,0,1,1,-66.97,-12.45,-17.25,0.22686436382249853,0.5803,compt,Annihilation
9132,0,1,1,-62.67,-14.89,-25.4,0.22686436385426398,0.06221,compt,Annihilation
9132,0,1,1,-61.52,-12.27,-27.69,0.22686436386648368,0.09072,compt,Annihilation
9132,0,1,1,-62.66,-12.05,-27.03,0.22686436387094558,0.1395,phot,Annihilation
9133,0,1,0,73.53,-69.29,51.06,0.22687077048532855,0.3623,compt,Annihilation
9133,0,1,0,76.16,-70.9,49.74,0.22687077049652316,0.00347,compt,Annihilation
9135,0,1,0,73.58,-28.75,-58.27,0.2269417908271837,0.1495,compt,Annihilation
9136,0,1,1,-69.91,-24.68,-26.86,0.226949968676761,0.565,compt,Annihilation
9136,0,1,1,-69.19,-18.89,-36.67,0.2269499687148192,0.01871,compt,Annihilation
9136,0,1,1,-69.2,-18.88,-36.71,0.22694996871497738,0.1092,compt,Annihilation
9136,0,1,1,-75.8,-30.94,-41.74,0.22694996876377602,0.01711,compt,Annihilation
9136,0,1,1,-77.22,-35.19,-40.52,0.2269499687792816,0.006233,compt,Annihilation
9136,0,1,1,-76.99,-40.92,-40.25,0.2269499687984199,0.01392,compt,Annihilation
9136,0,1,1,-77.05,-41.23,-40.48,0.22694996879974072,0.1789,phot,Annihilation
9141,0,1,0,59.17,-49.67,84.2,0.22718173692659255,0.06363,compt,Annihilation
9142,0,1,0,48.45,-62.05,-11.93,0.22718470123780377,0.5816,compt,Annihilation
9142,0,1,0,46.35,-60.62,-22.93,0.2271847012756329,0.3274,phot,Annihilation
9143,0,1,1,-54.62,-47.68,21.76,0.22723504580713796,0.2274,compt,Annihilation
9143,0,1,1,-70.47,-51.41,20.12,0.2272350458617106,0.4659,compt,Annihilation
9143,0,1,1,-67.36,-53.72,22.03,0.22723504587613255,0.03228,compt,Annihilation
9143,0,1,1,-61.12,-53.09,19.47,0.2272350458987228,0.1835,phot,Annihilation
9148,0,1,1,-62.03,-26.72,-15.64,0.22747722305342422,0.2858,compt,Annihilation
9148,0,1,1,-72.78,-49.15,-20.08,0.22747722313769628,0.04816,compt,Annihilation
9152,0,1,1,-49.05,74.86,-56.53,0.22755431957201486,0.2893,compt,Annihilation
9158,0,1,0,68.44,-59.79,-18.03,0.2276709850414302,0.3981,compt,Annihilation
9158,0,1,0,74.25,-58.71,-23.55,0.22767098506840203,0.001995,compt,Annihilation
9161,0,1,0,62.03,26.69,28.51,0.22774875381440088,0.6306,compt,Annihilation
9161,0,1,0,61.56,26.93,28.92,0.22774875381665244,0.04623,compt,Annihilation
9161,0,1,0,61.61,24.61,34.66,0.2277487538372841,0.2322,phot,Annihilation
9164,0,1,1,-63.65,-30.99,10.24,0.22783449412141318,0.6603,compt,Annihilation
9164,0,1,1,-50.82,-34.84,20.87,0.22783449417846083,0.01433,compt,Annihilation
9166,0,1,0,59.2,-69.17,5.322,0.2278739644581603,0.3526,compt,Annihilation
9168,0,1,1,-73.57,-15.39,-20.24,0.22787679363869442,0.2576,compt,Annihilation
9169,0,1,1,-59.38,-14.99,-11.14,0.22790400564199814,0.6949,compt,Annihilation
9169,0,1,1,-51.23,-14.4,-16.54,0.2279040056746728,0.0946,compt,Annihilation
9169,0,1,1,-51.4,-14.35,-16.39,0.2279040056754371,0.1195,phot,Annihilation
9170,0,1,0,46.26,-65.13,-31.29,0.22790776250858844,0.05396,compt,Annihilation
9172,0,1,0,55.49,-31.46,-31.34,0.22794762861623166,0.4363,compt,Annihilation
9172,0,1,0,55.58,-32.97,-31.4,0.22794762862128629,0.2821,compt,Annihilation
9172,0,1,0,52.8,-27.45,-37.83,0.2279476286510477,0.05308,compt,Annihilation
9172,0,1,0,50.93,-27.59,-37.04,0.22794762865783977,0.1375,phot,Annihilation
9173,0,1,0,80.5,21.09,-12.62,0.22796579690172897,0.909,phot,Annihilation
9174,0,1,1,-60.71,-10.15,45.85,0.2279660170024327,0.1518,compt,Annihilation
9174,0,1,1,-61.97,-11.11,46.53,0.22796601700818678,0.5007,compt,Annihilation
9174,0,1,1,-60.92,-8.324,49.41,0.2279660170220205,0.2566,phot,Annihilation
9176,0,1,0,60.71,35.72,15.77,0.22805530967688772,0.698,compt,Annihilation
9176,0,1,0,57.11,35.33,16.19,0.2280553096890472,0.03446,compt,Annihilation
9176,0,1,0,53.35,32.2,11.59,0.2280553097114324,0.1766,phot,Annihilation
9178,0,1,1,-54.88,-38.36,-73.17,0.22808089923816793,0.4462,compt,Annihilation
9178,0,1,1,-73.66,-15.72,-92.96,0.22808089935643625,0.4628,phot,Annihilation
9179,0,1,0,59.87,29.2,11.65,0.22808208658940124,0.3342,compt,Annihilation
9179,0,1,0,67.02,27.72,8.32,0.2280820866161535,0.1805,compt,Annihilation
9179,0,1,0,72.6,28.59,9.95,0.22808208663576887,0.3943,phot,Annihilation
9180,0,1,0,76.92,5.865,82.77,0.22811896223748693,0.909,phot,Annihilation
9184,0,1,1,-58.5,47.47,65.07,0.2282004627863432,0.375,compt,Annihilation
9184,0,1,1,-54.3,58.73,83.74,0.22820046286041673,0.534,phot,Annihilation
9189,0,1,1,-50.39,-49.1,49.09,0.22827090699623084,0.3766,compt,Annihilation
9189,0,1,1,-64.58,-43.52,58.44,0.22827090705589198,0.3319,compt,Annihilation
9189,0,1,1,-61.45,-41.0,57.08,0.22827090707003483,0.2005,phot,Annihilation
9190,0,1,1,-53.36,-28.35,41.83,0.2283042708786003,0.4723,compt,Annihilation
9190,0,1,1,-53.5,-28.47,41.71,0.22830427087932467,0.4367,phot,Annihilation
9192,0,1,1,-59.87,-6.031,-93.74,0.2283480067676656,0.2901,compt,Annihilation
9193,0,1,1,-55.6,59.8,58.19,0.228365842981528,0.3249,compt,Annihilation
9193,0,1,1,-56.48,67.9,84.59,0.2283658430736727,0.2947,compt,Annihilation
9193,0,1,1,-66.47,38.55,98.13,0.22836584318653005,0.1281,compt,Annihilation
9196,0,1,0,50.6,60.75,-9.68,0.22843563472958026,0.2545,compt,Annihilation
9198,0,1,0,57.53,-73.73,6.796,0.22849774094148614,0.564,compt,Annihilation
9200,0,1,1,-60.87,26.96,2.568,0.228508347206796,0.909,phot,Annihilation
9206,0,1,0,63.48,40.63,-6.448,0.22875187475006978,0.07265,compt,Annihilation
9212,0,1,0,48.05,-62.76,95.29,0.22888086548135775,0.909,phot,Annihilation
9213,0,1,0,74.28,-53.61,-90.54,0.22894825020239173,0.09808,compt,Annihilation
9219,0,1,0,76.37,-16.52,-64.54,0.22914280222531502,0.1427,compt,Annihilation
9221,0,1,0,53.81,-59.64,-64.36,0.2291656854351015,0.2052,compt,Annihilation
9221,0,1,0,59.24,-63.0,-64.9,0.2291656854564854,0.0161,compt,Annihilation
9221,0,1,0,60.72,-63.52,-65.02,0.22916568546173074,0.1928,compt,Annihilation
9221,0,1,0,65.3,-61.66,-67.3,0.2291656854798792,0.3102,compt,Annihilation
9221,0,1,0,62.57,-65.02,-67.92,0.22916568549444097,0.01336,compt,Annihilation
9221,0,1,0,61.42,-68.61,-70.55,0.22916568550980165,0.1714,phot,Annihilation
9222,0,1,0,65.97,-21.2,-41.69,0.2292815964236249,0.06667,compt,Annihilation
9223,0,1,1,-58.46,31.03,-6.876,0.22942734573518675,0.608,compt,Annihilation
9223,0,1,1,-59.92,29.49,4.693,0.22942734577442192,0.001025,compt,Annihilation
9223,0,1,1,-60.09,29.05,10.64,0.22942734579431848,0.01698,compt,Annihilation
9223,0,1,1,-68.47,27.05,26.64,0.2294273458549371,0.1414,compt,Annihilation
9223,0,1,1,-68.38,26.98,26.47,0.2294273458556259,0.03237,compt,Annihilation
9223,0,1,1,-68.64,26.94,26.61,0.22942734585663271,0.1092,phot,Annihilation
9232,0,1,0,62.09,40.21,-42.83,0.22980384504087406,0.2012,compt,Annihilation
9232,0,1,0,84.93,37.99,-55.65,0.22980384512857868,0.5188,compt,Annihilation
9232,0,1,0,82.41,35.77,-52.5,0.22980384514394994,0.044,compt,Annihilation
9232,0,1,0,81.55,37.33,-53.17,0.22980384515030539,0.145,phot,Annihilation
9236,0,1,1,-69.02,6.195,11.27,0.22996780047187054,0.5614,compt,Annihilation
9236,0,1,1,-69.19,7.543,10.5,0.22996780047708365,0.07019,compt,Annihilation
9236,0,1,1,-72.32,8.271,8.841,0.22996780048913446,0.2774,phot,Annihilation
9238,0,1,1,-68.29,10.73,-58.52,0.22999778570378393,0.3652,compt,Annihilation
9238,0,1,1,-69.86,10.51,-58.32,0.22999778570912696,0.5438,phot,Annihilation
9240,0,1,0,54.24,-32.67,-34.0,0.23000485641249171,0.2527,compt,Annihilation
9240,0,1,0,57.91,-32.11,-38.87,0.23000485643293742,0.4523,compt,Annihilation
9240,0,1,0,57.86,-32.4,-38.61,0.23000485643425078,0.08837,compt,Annihilation
9240,0,1,0,58.48,-31.72,-39.43,0.2300048564383605,0.1157,phot,Annihilation
9241,0,1,1,-53.62,-44.14,-53.25,0.23002459262269764,0.1625,compt,Annihilation
9241,0,1,1,-54.96,-46.99,-59.8,0.23002459264694594,0.5008,compt,Annihilation
9241,0,1,1,-49.31,-45.29,-59.02,0.23002459266682762,0.2457,phot,Annihilation
9242,0,1,1,-60.56,40.27,75.46,0.23009722093569082,0.3699,compt,Annihilation
9247,0,1,0,69.5,-41.52,-71.78,0.23015182567517398,0.5575,compt,Annihilation
9247,0,1,0,70.66,-46.43,-68.84,0.2301518256946565,0.3515,phot,Annihilation
9266,0,1,1,-62.41,58.09,-38.99,0.2304890904665198,0.1862,compt,Annihilation
9267,0,1,0,74.83,38.38,-28.42,0.23050218031369468,0.6739,compt,Annihilation
9267,0,1,0,74.38,38.77,-27.47,0.23050218031746159,0.2351,phot,Annihilation
9268,0,1,1,-67.51,41.06,-76.84,0.23051133778314103,0.1846,compt,Annihilation
9268,0,1,1,-68.44,44.59,-80.49,0.23051133780032418,0.1116,compt,Annihilation
9268,0,1,1,-67.76,47.25,-87.85,0.23051133782653974,0.2653,compt,Annihilation
9268,0,1,1,-67.74,47.17,-87.91,0.23051133782685523,0.1105,compt,Annihilation
9268,0,1,1,-78.13,40.26,-89.61,0.2305113378688611,0.02541,compt,Annihilation
9269,0,1,0,64.48,44.59,-18.96,0.23053227616483782,0.5759,compt,Annihilation
9269,0,1,0,71.89,34.84,-21.66,0.2305322762066737,0.09207,compt,Annihilation
9269,0,1,0,76.9,34.05,-17.66,0.23053227622822645,0.1103,compt,Annihilation
9269,0,1,0,76.54,33.77,-18.69,0.23053227623199005,0.0299,compt,Annihilation
9269,0,1,0,75.91,34.19,-18.48,0.23053227623460912,0.1008,phot,Annihilation
9270,0,1,1,-74.54,-4.886,-14.25,0.23055220752111946,0.2236,compt,Annihilation
9270,0,1,1,-80.88,-2.622,-12.35,0.23055220754443767,0.2234,compt,Annihilation
9270,0,1,1,-82.27,-1.5,-13.49,0.2305522075514947,0.462,phot,Annihilation
9273,0,1,1,-68.35,9.681,-11.96,0.23059716628209753,0.3487,compt,Annihilation
9273,0,1,1,-80.41,11.29,-2.314,0.2305971663338985,0.2758,compt,Annihilation
9274,0,1,1,-73.12,28.15,11.33,0.23061149816115592,0.5937,compt,Annihilation
9274,0,1,1,-72.75,28.76,11.59,0.23061149816366716,0.05082,compt,Annihilation
9274,0,1,1,-69.68,31.01,19.22,0.23061149819212393,0.06462,compt,Annihilation
9274,0,1,1,-69.95,27.62,22.17,0.2306114982071431,0.05245,compt,Annihilation
9274,0,1,1,-69.81,27.66,22.27,0.23061149820771243,0.1474,phot,Annihilation
9281,0,1,1,-79.0,-15.06,16.17,0.23067732980482844,0.1951,compt,Annihilation
9283,0,1,0,67.02,21.65,84.49,0.23069368629852224,0.381,compt,Annihilation
9284,0,1,1,-64.14,-14.0,-25.8,0.23069465184466065,0.5854,compt,Annihilation
9284,0,1,1,-66.71,18.48,-33.99,0.23069465195671673,0.3236,phot,Annihilation
9285,0,1,1,-80.94,-29.54,-64.36,0.23069715351944817,0.5976,compt,Annihilation
9285,0,1,1,-74.68,-37.01,-68.11,0.23069715355429934,0.1146,compt,Annihilation
9285,0,1,1,-78.31,-39.57,-69.66,0.23069715356997322,0.07415,compt,Annihilation
